1446056376935, BLACK,.01
1446056378761, BLACK,.02
1446056378880, BLACK,.27
1446056378985, BLACK,.33
1446056379078, BLACK,.34
1446056379186, BLACK,.31
1446056379249, BLACK,.44
1446056379335, BLACK,.37
1446056379402, BLACK,.48
1446056379469, BLACK,.48
1446056379547, BLACK,.43
1446056379620, GREEN,.42
1446056379682, BLACK,.52
1446056379760, BLACK,.41
1446056379829, BLACK,.46
1446056379914, BLACK,.49
1446056379969, BLACK,.43
1446056380041, BLACK,.44
1446056380114, BLACK,.51
1446056380162, BLACK,.56
1446056380222, BLACK,.53
1446056380289, BLACK,.47
1446056380350, BLACK,.54
1446056380408, BLACK,.53
1446056380469, BLACK,.52
1446056380555, BLACK,.43
1446056380605, BLACK,.52
1446056380651, BLACK,.71
1446056380712, BLACK,.52
1446056380782, BLACK,.46
1446056380832, BLACK,.64
1446056380889, BLACK,.56
1446056380951, BLACK,.52
1446056381017, BLACK,.48
1446056381074, BLACK,.56
1446056381135, BLACK,.53
1446056381194, BLACK,.53
1446056381262, BLACK,.47
1446056381320, BLACK,.56
1446056381378, BLACK,.55
1446056381456, BLACK,.41
1446056381573, BLACK,.30
1446056381622, BLACK,.54
1446056381682, BLACK,.53
1446056381769, BLACK,.37
1446056381825, BLACK,.68
1446056381884, BLACK,.54
1446056381942, BLACK,.47
1446056382008, BLACK,.48
1446056382085, BLACK,.48
1446056382131, BLACK,.57
1446056382205, BLACK,.50
1446056382385, BLACK,.42
1446056382472, BLACK,.16
1446056382564, BLACK,.39
1446056382601, BLACK,.68
1446056382670, BLACK,.46
1446056382748, BLACK,.41
1446056382820, BLACK,.44
1446056382870, BLACK,.64
1446056382937, BLACK,.47
1446056383007, BLACK,.46
1446056383089, BLACK,.39
1446056383163, BLACK,.51
1446056383220, BLACK,.48
1446056383289, BLACK,.47
1446056383351, BLACK,.52
1446056383433, BLACK,.46
1446056383492, BLACK,.44
1446056383555, BLACK,.52
1446056383630, BLACK,.41
1446056383765, GREEN,.25
1446056383818, BLACK,.54
1446056383908, BLACK,.36
1446056383958, BLACK,.63
1446056384012, BLACK,.59
1446056384080, BLACK,.47
1446056384146, BLACK,.48
1446056384208, BLACK,.52
1446056384270, BLACK,.52
1446056384331, BLACK,.52
