1446132517157, BLACK,.00
1446132517343, BLACK,.00
1446132517469, BLACK,.00
1446132517588, BLACK,.00
1446132517695, BLACK,.00
1446132517819, BLACK,.00
1446132517924, BLACK,.00
1446132518128, BLACK,.00
1446132518252, BLACK,.00
1446132518359, BLACK,.00
1446132518471, GREEN,.00
1446132518563, BLACK,.00
1446132518668, BLACK,.00
1446132518769, BLACK,.00
1446132518863, BLACK,.00
1446132518960, BLACK,.00
1446132519077, BLACK,.00
1446132519163, BLACK,.00
1446132519262, BLACK,.00
1446132519364, BLACK,.00
1446132519447, BLACK,.00
1446132519526, BLACK,.00
1446132519619, BLACK,.00
1446132519701, BLACK,.00
1446132519799, BLACK,.00
1446132519877, BLACK,.00
1446132519962, BLACK,.00
1446132520056, BLACK,.00
1446132520141, BLACK,.00
1446132520223, BLACK,.00
1446132520311, BLACK,.00
1446132520399, BLACK,.00
1446132520482, BLACK,.00
1446132520582, BLACK,.00
1446132520665, BLACK,.00
1446132520762, BLACK,.00
1446132520846, BLACK,.00
1446132520935, BLACK,.00
1446132521019, BLACK,.00
1446132521112, BLACK,.00
1446132521207, BLACK,.00
1446132521298, BLACK,.00
1446132521390, BLACK,.00
1446132521473, BLACK,.00
1446132521576, BLACK,.00
1446132521666, BLACK,.00
1446132521763, BLACK,.00
1446132521856, BLACK,.00
1446132521963, BLACK,.00
1446132522067, BLACK,.00
1446132522162, BLACK,.00
1446132522269, BLACK,.00
1446132522376, BLACK,.00
1446132522477, BLACK,.00
1446132522581, BLACK,.00
1446132522682, BLACK,.00
1446132522798, BLACK,.00
1446132522900, BLACK,.00
1446132523007, BLACK,.00
1446132523135, BLACK,.00
1446132523227, BLACK,.00
1446132523332, BLACK,.00
1446132523434, BLACK,.00
1446132523543, BLACK,.00
1446132523659, BLACK,.00
1446132523775, BLACK,.00
1446132523881, BLACK,.00
1446132523992, BLACK,.00
1446132524107, BLACK,.00
1446132524213, BLACK,.00
1446132524318, BLACK,.00
1446132524441, BLACK,.00
1446132524533, BLACK,.00
1446132524638, BLACK,.00
1446132524754, GREEN,.00
1446132524845, BLACK,.00
1446132524964, BLACK,.00
1446132525068, BLACK,.00
1446132525153, BLACK,.00
1446132525256, BLACK,.00
1446132525357, BLACK,.00
1446132525464, BLACK,.00
1446132525566, BLACK,.00
1446132525664, BLACK,.00
1446132525733, BLACK,.00
1446132525827, BLACK,.00
1446132525924, BLACK,.00
