1446053678309, BLACK,.01
1446053682439, BLACK,.01
1446053682552, BLACK,.28
1446053682671, BLACK,.27
1446053682747, BLACK,.42
1446053682824, BLACK,.47
1446053682906, BLACK,.35
1446053682986, BLACK,.40
1446053683057, BLACK,.45
1446053683123, BLACK,.49
1446053683195, BLACK,.52
1446053683269, BLACK,.38
1446053683333, BLACK,.50
1446053683393, BLACK,.53
1446053683534, BLACK,.24
1446053683781, BLACK,.12
1446053683853, BLACK,.44
1446053683923, BLACK,.46
1446053683977, BLACK,.58
1446053684114, BLACK,.25
1446053684163, BLACK,.54
1446053684230, BLACK,.48
1446053684300, BLACK,.46
1446053684364, BLACK,.60
1446053684401, BLACK,.67
1446053684465, BLACK,.59
1446053684522, BLACK,.48
1446053684587, BLACK,.63
1446053684631, BLACK,.54
1446053684706, BLACK,.43
1446053684770, BLACK,.50
1446053684822, BLACK,.62
1446053684871, BLACK,.65
1446053684940, BLACK,.46
1446053684991, BLACK,.63
1446053685061, BLACK,.46
1446053685124, BLACK,.62
1446053685178, BLACK,.49
1446053685229, BLACK,.63
1446053685297, BLACK,.49
1446053685353, BLACK,.54
1446053685412, BLACK,.55
1446053685473, BLACK,.52
1446053685540, BLACK,.48
1446053685603, BLACK,.52
1446053685666, BLACK,.51
1446053685727, BLACK,.52
1446053685798, BLACK,.45
1446053685858, BLACK,.53
1446053685923, BLACK,.49
1446053685985, BLACK,.52
1446053686056, BLACK,.45
1446053686120, BLACK,.50
1446053686188, BLACK,.47
1446053686254, BLACK,.51
1446053686322, BLACK,.45
1446053686388, BLACK,.48
1446053686457, BLACK,.46
1446053686527, BLACK,.46
1446053686596, BLACK,.47
1446053686663, BLACK,.46
1446053686731, BLACK,.47
1446053686798, BLACK,.51
1446053686869, BLACK,.43
1446053687007, BLACK,.24
1446053687071, BLACK,.48
1446053687143, BLACK,.44
1446053687210, BLACK,.48
1446053687277, BLACK,.48
1446053687342, BLACK,.49
1446053687413, BLACK,.45
1446053687484, BLACK,.48
1446053687556, GREEN,.43
1446053687570, BLACK,2.13
1446053687608, BLACK,.84
1446053687678, BLACK,.46
1446053687744, BLACK,.48
1446053687808, BLACK,.50
1446053687866, BLACK,.55
1446053687940, BLACK,.43
1446053688003, BLACK,.53
1446053688068, BLACK,.47
1446053688141, BLACK,.44
1446053688196, BLACK,.57
1446053688266, BLACK,.46
1446053688312, BLACK,.70
1446053688370, BLACK,.55
1446053688435, BLACK,.49
1446053688480, BLACK,.71
1446053688542, BLACK,.52
1446053688598, BLACK,.57
1446053688662, BLACK,.52
1446053688719, BLACK,.54
1446053688774, BLACK,.58
1446053688833, BLACK,.54
1446053688897, BLACK,.50
1446053688955, BLACK,.55
1446053689017, BLACK,.52
1446053689073, BLACK,.56
1446053689147, BLACK,.44
1446053689201, BLACK,.58
1446053689271, BLACK,.46
1446053689323, BLACK,.76
1446053689388, BLACK,.43
1446053689448, BLACK,.53
1446053689516, BLACK,.48
1446053689560, BLACK,.71
1446053689636, BLACK,.42
1446053689687, BLACK,.63
1446053689749, BLACK,.52
1446053689811, BLACK,.52
1446053689882, BLACK,.45
1446053690009, BLACK,.25
1446053690069, BLACK,.53
1446053690140, BLACK,.45
1446053690210, BLACK,.46
1446053690274, BLACK,.53
1446053690340, BLACK,.46
1446053690416, BLACK,.42
1446053690481, BLACK,.50
1446053690552, BLACK,.44
1446053690618, BLACK,.48
1446053690680, BLACK,.52
1446053690750, BLACK,.46
1446053690810, BLACK,.53
1446053690885, BLACK,.50
1446053690950, BLACK,.42
1446053691025, BLACK,.43
1446053691090, BLACK,.49
1446053691150, BLACK,.53
1446053691240, BLACK,.36
1446053691290, BLACK,.64
1446053691352, BLACK,.52
1446053691428, BLACK,.43
1446053691499, BLACK,.44
1446053691565, BLACK,.58
1446053691631, GREEN,.42
1446053691691, BLACK,.52
1446053691755, BLACK,.52
1446053691820, BLACK,.47
1446053691881, BLACK,.53
1446053691942, BLACK,.52
1446053692011, BLACK,.46
1446053692070, BLACK,.54
1446053692143, BLACK,.51
1446053692194, BLACK,.53
1446053692263, BLACK,.46
1446053692316, BLACK,.60
1446053692374, BLACK,.55
1446053692432, BLACK,.55
1446053692493, BLACK,.52
1446053692555, BLACK,.52
1446053692613, BLACK,.56
1446053692669, BLACK,.56
1446053692731, BLACK,.52
1446053692785, BLACK,.59
1446053692844, BLACK,.54
1446053692902, BLACK,.55
1446053692967, BLACK,.49
1446053693026, BLACK,.54
1446053693085, BLACK,.54
1446053693142, BLACK,.56
1446053693210, BLACK,.47
