1446132075289, BLACK,.00
1446132075515, BLACK,.00
1446132075575, BLACK,.00
1446132075637, BLACK,.00
1446132075715, BLACK,.00
1446132075798, BLACK,.00
1446132075856, BLACK,.00
1446132075919, BLACK,.00
1446132075991, BLACK,.00
1446132076107, BLACK,.00
1446132076238, BLACK,.00
1446132076314, BLACK,.00
1446132076379, BLACK,.00
1446132076443, BLACK,.00
1446132076507, BLACK,.00
1446132076569, BLACK,.00
1446132076630, BLACK,.00
1446132076693, BLACK,.00
1446132076756, BLACK,.00
1446132076814, BLACK,.00
1446132076869, BLACK,.00
1446132076930, BLACK,.00
1446132076997, BLACK,.00
1446132077051, BLACK,.00
1446132077108, BLACK,.00
1446132077171, BLACK,.00
1446132077222, BLACK,.00
1446132077282, BLACK,.00
1446132077338, BLACK,.00
1446132077398, BLACK,.00
1446132077464, BLACK,.00
1446132077525, BLACK,.00
1446132077582, BLACK,.00
1446132077655, BLACK,.00
1446132077708, BLACK,.00
1446132077769, BLACK,.00
1446132077825, BLACK,.00
1446132077884, BLACK,.00
1446132077948, BLACK,.00
1446132078018, BLACK,.00
1446132078065, BLACK,.00
1446132078130, BLACK,.00
1446132078193, BLACK,.00
1446132078257, BLACK,.00
1446132078321, BLACK,.00
1446132078386, BLACK,.00
1446132078449, BLACK,.00
1446132078525, BLACK,.00
1446132078577, BLACK,.00
1446132078783, BLACK,.00
1446132078845, BLACK,.00
1446132078917, BLACK,.00
1446132078985, BLACK,.00
1446132079052, BLACK,.00
1446132079113, BLACK,.00
1446132079183, BLACK,.00
1446132079257, BLACK,.00
1446132079320, BLACK,.00
1446132079378, BLACK,.00
1446132079455, BLACK,.00
1446132079520, BLACK,.00
1446132079583, BLACK,.00
1446132079656, BLACK,.00
1446132079723, BLACK,.00
1446132079789, BLACK,.00
1446132079853, BLACK,.00
1446132079923, BLACK,.00
1446132079988, BLACK,.00
1446132080059, BLACK,.00
1446132080145, GREEN,.00
1446132080193, BLACK,.00
1446132080267, BLACK,.00
1446132080324, BLACK,.00
1446132080387, BLACK,.00
1446132080447, BLACK,.00
1446132080523, BLACK,.00
1446132080570, BLACK,.00
1446132080627, BLACK,.00
1446132080685, BLACK,.00
1446132080755, BLACK,.00
1446132080813, BLACK,.00
1446132080867, BLACK,.00
1446132080927, BLACK,.00
1446132080986, BLACK,.00
1446132081043, BLACK,.00
1446132081106, BLACK,.00
1446132081162, BLACK,.00
1446132081220, BLACK,.00
1446132081276, BLACK,.00
1446132081332, BLACK,.00
1446132081391, BLACK,.00
1446132081450, BLACK,.00
1446132081512, BLACK,.00
1446132081577, BLACK,.00
1446132081636, BLACK,.00
1446132081697, BLACK,.00
1446132081750, BLACK,.00
1446132081807, BLACK,.00
1446132081866, BLACK,.00
1446132081932, BLACK,.00
1446132081991, BLACK,.00
1446132082043, BLACK,.00
1446132082111, BLACK,.00
1446132082172, BLACK,.00
1446132082230, BLACK,.00
1446132082350, BLACK,.00
1446132082420, BLACK,.00
1446132082485, BLACK,.00
1446132082551, BLACK,.00
1446132082610, BLACK,.00
1446132082674, BLACK,.00
1446132082740, BLACK,.00
1446132082807, BLACK,.00
1446132082864, BLACK,.00
1446132083005, BLACK,.00
1446132083067, BLACK,.00
1446132083145, BLACK,.00
1446132083207, BLACK,.00
1446132083284, BLACK,.00
1446132083333, BLACK,.00
1446132083404, BLACK,.00
1446132083467, BLACK,.00
1446132083543, BLACK,.00
1446132083603, BLACK,.00
1446132083663, BLACK,.00
1446132083737, BLACK,.00
1446132083865, BLACK,.00
1446132083927, BLACK,.00
1446132083993, BLACK,.00
1446132084123, GREEN,.00
1446132084187, BLACK,.00
1446132084257, BLACK,.00
1446132084316, BLACK,.00
1446132084437, BLACK,.00
1446132084516, BLACK,.00
1446132084574, BLACK,.00
1446132084634, BLACK,.00
1446132084683, BLACK,.00
1446132084743, BLACK,.00
1446132084816, BLACK,.00
1446132084864, BLACK,.00
1446132084913, BLACK,.00
1446132084977, BLACK,.00
1446132085073, BLACK,.00
1446132085156, BLACK,.00
1446132085197, BLACK,.00
1446132085254, BLACK,.00
1446132085313, BLACK,.00
1446132085365, BLACK,.00
1446132085422, BLACK,.00
1446132085489, BLACK,.00
1446132085548, BLACK,.00
1446132085606, BLACK,.00
1446132085663, BLACK,.00
1446132085720, BLACK,.00
1446132085775, BLACK,.00
1446132085836, BLACK,.00
1446132085896, BLACK,.00
1446132085956, BLACK,.00
1446132086014, BLACK,.00
1446132086070, BLACK,.00
1446132086139, BLACK,.00
1446132086206, BLACK,.00
1446132086262, BLACK,.00
1446132086318, BLACK,.00
1446132086380, BLACK,.00
1446132086443, BLACK,.00
1446132086506, BLACK,.00
1446132086563, BLACK,.00
1446132086631, BLACK,.00
1446132086713, BLACK,.00
1446132086812, BLACK,.00
1446132086899, BLACK,.00
1446132087026, BLACK,.00
1446132087082, BLACK,.00
1446132087156, BLACK,.00
1446132087223, BLACK,.00
1446132087283, BLACK,.00
1446132087347, BLACK,.00
1446132087421, BLACK,.00
1446132087494, BLACK,.00
1446132087542, BLACK,.00
1446132087607, BLACK,.00
1446132087687, BLACK,.00
1446132087745, BLACK,.00
1446132087807, BLACK,.00
1446132087858, BLACK,.00
1446132087932, BLACK,.00
1446132087990, BLACK,.00
1446132088061, GREEN,.00
1446132088117, BLACK,.00
1446132088182, BLACK,.00
1446132088256, BLACK,.00
1446132088306, BLACK,.00
1446132088365, BLACK,.00
1446132088432, BLACK,.00
1446132088490, BLACK,.00
1446132088549, BLACK,.00
1446132088602, BLACK,.00
1446132088665, BLACK,.00
1446132088726, BLACK,.00
1446132088785, BLACK,.00
1446132088838, BLACK,.00
1446132088898, BLACK,.00
1446132088956, BLACK,.00
1446132089012, BLACK,.00
1446132089116, BLACK,.00
1446132089180, BLACK,.00
1446132089235, BLACK,.00
1446132089299, BLACK,.00
1446132089348, BLACK,.00
